Outlet_ID,Outlet_Name,Staff_Score,Workforce_Category,Workforce_Alert_Level,Latest_Scheduling_Status,Marketing_Score,Effectiveness_Category,Marketing_Alert_Level,Average_Campaign_ROI,Inventory_Score,High_Risk_SKUs,Recommended_Replenishment_Units,Inventory_Priority,Inventory_Action,Inventory_Status,Operational_Health_Score,Cross_Functional_Risks,Primary_Focus_Area,Operational_Priority,Operational_Insight,Recommended_Action
OUT0705,Franchise Outlet 0705,70.0,Meets Expectations,Medium,Overstaffed,64.23,Moderate,Low,1.46,35.0,0,1057,Medium,REORDER,Low,57.48,2,Inventory,Medium,Operational health is 57.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,057 replenishment units before the next demand cycle."
OUT0706,Franchise Outlet 0706,91.7,Top Performer,Medium,Understaffed,57.82,Moderate,Low,1.57,35.0,0,1414,Medium,REORDER,Low,62.83,2,Inventory,Medium,Operational health is 62.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,414 replenishment units before the next demand cycle."
OUT0707,Franchise Outlet 0707,94.86,Top Performer,Medium,Understaffed,70.75,Moderate,Low,2.86,35.0,0,3825,Medium,REORDER,Low,68.46,1,Inventory,Medium,Operational health is 68.5/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,825 replenishment units before the next demand cycle."
OUT0708,Franchise Outlet 0708,82.17,Meets Expectations,Medium,Understaffed,62.87,Moderate,Low,2.34,10.0,1,2377,High,URGENT_REORDER,Critical,53.76,2,Inventory,High,Operational health is 53.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,377 replenishment units before the next demand cycle."
OUT0709,Franchise Outlet 0709,85.09,Meets Expectations,Medium,Understaffed,58.54,Moderate,Low,1.48,100.0,0,973,Low,NO_ACTION,Healthy,80.27,1,Marketing,Medium,Operational health is 80.3/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0710,Franchise Outlet 0710,82.66,Meets Expectations,Medium,Understaffed,57.94,Moderate,Low,1.82,100.0,0,629,Low,NO_ACTION,Healthy,79.21,1,Marketing,Medium,Operational health is 79.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0711,Franchise Outlet 0711,90.96,Top Performer,Medium,Understaffed,65.2,Moderate,Low,2.41,100.0,0,620,Medium,MONITOR_WASTAGE,Healthy,84.66,1,Marketing,Medium,Operational health is 84.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0712,Franchise Outlet 0712,89.35,Meets Expectations,Medium,Understaffed,73.81,Moderate,Low,2.32,100.0,0,1841,Low,NO_ACTION,Healthy,87.11,0,Marketing,Low,Operational health is 87.1/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0713,Franchise Outlet 0713,95.05,Top Performer,Medium,Understaffed,68.72,Moderate,Medium,2.38,100.0,0,1003,Medium,MONITOR_WASTAGE,Healthy,87.32,1,Marketing,Medium,Operational health is 87.3/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0714,Franchise Outlet 0714,89.47,Meets Expectations,Medium,Understaffed,63.09,Moderate,Low,2.02,35.0,0,1389,Medium,REORDER,Low,63.9,2,Inventory,Medium,Operational health is 63.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,389 replenishment units before the next demand cycle."
OUT0715,Franchise Outlet 0715,56.32,Needs Improvement,High,Overstaffed,49.71,Moderate,Medium,1.02,35.0,0,300,Medium,REORDER,Low,47.61,3,Inventory,High,Operational health is 47.6/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 300 replenishment units before the next demand cycle.
OUT0716,Franchise Outlet 0716,95.25,Top Performer,Medium,Understaffed,84.62,High Performing,Low,2.85,100.0,0,2328,Medium,MONITOR_WASTAGE,Healthy,92.95,0,Marketing,Medium,Operational health is 93.0/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0717,Franchise Outlet 0717,93.88,Top Performer,Medium,Understaffed,63.19,Moderate,Low,2.24,35.0,0,1661,Medium,REORDER,Low,65.47,2,Inventory,Medium,Operational health is 65.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,661 replenishment units before the next demand cycle."
OUT0718,Franchise Outlet 0718,89.11,Meets Expectations,Medium,Understaffed,63.84,Moderate,Medium,2.4,10.0,1,3496,High,URGENT_REORDER,Critical,56.53,2,Inventory,High,Operational health is 56.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 3,496 replenishment units before the next demand cycle."
OUT0719,Franchise Outlet 0719,78.59,Meets Expectations,Medium,Understaffed,58.32,Moderate,Low,2.11,35.0,0,1171,Medium,REORDER,Low,58.42,2,Inventory,Medium,Operational health is 58.4/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,171 replenishment units before the next demand cycle."
OUT0720,Franchise Outlet 0720,65.31,Needs Improvement,High,Overstaffed,48.27,Moderate,Medium,1.02,35.0,0,556,Medium,REORDER,Low,50.25,3,Inventory,High,Operational health is 50.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 556 replenishment units before the next demand cycle.
OUT0721,Franchise Outlet 0721,94.06,Top Performer,Medium,Understaffed,69.87,Moderate,Low,2.32,35.0,0,2558,Medium,REORDER,Low,67.88,2,Inventory,Medium,Operational health is 67.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,558 replenishment units before the next demand cycle."
OUT0722,Franchise Outlet 0722,71.2,Meets Expectations,Low,Balanced,55.98,Moderate,Low,1.64,10.0,1,1455,High,URGENT_REORDER,Critical,47.51,2,Inventory,High,Operational health is 47.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 1,455 replenishment units before the next demand cycle."
OUT0723,Franchise Outlet 0723,93.79,Top Performer,Medium,Understaffed,94.08,High Performing,Low,3.21,35.0,0,3227,Medium,REORDER,Low,76.25,1,Inventory,Medium,Operational health is 76.2/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,227 replenishment units before the next demand cycle."
OUT0724,Franchise Outlet 0724,85.73,Meets Expectations,Medium,Understaffed,66.6,Moderate,Low,3.15,35.0,0,2184,Medium,REORDER,Low,63.82,2,Inventory,Medium,Operational health is 63.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,184 replenishment units before the next demand cycle."
OUT0725,Franchise Outlet 0725,89.5,Meets Expectations,Medium,Understaffed,53.92,Moderate,Low,2.06,100.0,0,356,Low,NO_ACTION,Healthy,80.2,1,Marketing,Medium,Operational health is 80.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0726,Franchise Outlet 0726,78.65,Meets Expectations,Medium,Understaffed,51.25,Moderate,High,1.96,35.0,0,1517,Medium,REORDER,Low,55.96,2,Inventory,High,Operational health is 56.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,517 replenishment units before the next demand cycle."
OUT0727,Franchise Outlet 0727,57.71,Needs Improvement,High,Overstaffed,47.01,Moderate,High,1.25,35.0,0,387,Medium,REORDER,Low,47.15,3,Inventory,High,Operational health is 47.1/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 387 replenishment units before the next demand cycle.
OUT0728,Franchise Outlet 0728,77.14,Meets Expectations,Medium,Understaffed,61.39,Moderate,Low,2.43,35.0,0,1471,Medium,REORDER,Low,58.99,2,Inventory,Medium,Operational health is 59.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,471 replenishment units before the next demand cycle."
OUT0729,Franchise Outlet 0729,88.07,Meets Expectations,Medium,Understaffed,55.67,Moderate,Low,1.53,100.0,0,730,Low,NO_ACTION,Healthy,80.31,1,Marketing,Medium,Operational health is 80.3/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0730,Franchise Outlet 0730,67.82,Meets Expectations,Medium,Overstaffed,50.22,Moderate,Medium,1.41,100.0,0,350,Low,NO_ACTION,Healthy,71.31,2,Marketing,Medium,Operational health is 71.3/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0731,Franchise Outlet 0731,74.33,Meets Expectations,Low,Balanced,48.7,Moderate,Medium,1.26,100.0,0,242,Medium,MONITOR_WASTAGE,Healthy,73.06,1,Marketing,Medium,Operational health is 73.1/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0732,Franchise Outlet 0732,94.37,Top Performer,Medium,Understaffed,70.04,Moderate,Low,2.67,100.0,0,1943,Low,NO_ACTION,Healthy,87.54,0,Marketing,Low,Operational health is 87.5/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0733,Franchise Outlet 0733,78.48,Meets Expectations,Low,Balanced,56.65,Moderate,Low,1.36,35.0,0,1068,Medium,REORDER,Low,57.8,2,Inventory,Medium,Operational health is 57.8/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,068 replenishment units before the next demand cycle."
OUT0734,Franchise Outlet 0734,94.5,Top Performer,Medium,Understaffed,72.82,Moderate,Low,2.67,35.0,0,2147,Medium,REORDER,Low,69.06,1,Inventory,Medium,Operational health is 69.1/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,147 replenishment units before the next demand cycle."
OUT0735,Franchise Outlet 0735,95.14,Top Performer,Medium,Understaffed,90.88,High Performing,Low,3.2,100.0,0,4907,Low,NO_ACTION,Healthy,95.11,0,Marketing,Low,Operational health is 95.1/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0736,Franchise Outlet 0736,72.8,Meets Expectations,Medium,Overstaffed,61.16,Moderate,Low,1.84,35.0,0,1215,Medium,REORDER,Low,57.39,2,Inventory,Medium,Operational health is 57.4/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,215 replenishment units before the next demand cycle."
OUT0737,Franchise Outlet 0737,95.12,Top Performer,Medium,Understaffed,76.23,High Performing,Low,2.78,35.0,0,2031,Medium,REORDER,Low,70.47,1,Inventory,Medium,Operational health is 70.5/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,031 replenishment units before the next demand cycle."
OUT0738,Franchise Outlet 0738,55.3,Needs Improvement,High,Overstaffed,42.05,Moderate,High,0.82,100.0,0,224,Medium,MONITOR_WASTAGE,Healthy,64.07,2,Marketing,Medium,Operational health is 64.1/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0739,Franchise Outlet 0739,69.04,Meets Expectations,Low,Balanced,48.16,Moderate,Medium,1.86,10.0,1,1156,High,URGENT_REORDER,Critical,44.02,3,Inventory,High,Operational health is 44.0/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 1,156 replenishment units before the next demand cycle."
OUT0740,Franchise Outlet 0740,91.95,Top Performer,Medium,Understaffed,70.41,Moderate,Low,2.7,100.0,0,1100,Low,NO_ACTION,Healthy,86.83,0,Marketing,Low,Operational health is 86.8/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
